Age,Year,Population
62,1988,45076
63,1988,46417
64,1988,46935
65,1988,47371
66,1988,47945
67,1988,50826
68,1988,53266
69,1988,43146
70,1988,42809
71,1988,42797
72,1988,41651
73,1988,40708
74,1988,41149
75,1988,39921
76,1988,39140
77,1988,36924
78,1988,35155
79,1988,34003
80,1988,31341
81,1988,28537
82,1988,26001
83,1988,23266
84,1988,20902
85,1988,18147
86,1988,16170
87,1988,13515
88,1988,11344
89,1988,8829
90,1988,7216
91,1988,5665
92,1988,4328
93,1988,3268
94,1988,2259
95,1988,1727
96,1988,1125
97,1988,767
98,1988,497
99,1988,312
100,1988,446
101,1988,0
102,1988,0
103,1988,0
104,1988,0
105,1988,0
106,1988,0
107,1988,0
108,1988,0
109,1988,0
0,1989,56317
1,1989,54752
2,1989,51905
3,1989,50667
4,1989,48978
5,1989,46977
6,1989,45974
7,1989,46531
8,1989,47284
9,1989,48513
10,1989,48015
11,1989,46481
12,1989,47721
13,1989,49111
14,1989,51972
15,1989,54947
16,1989,54730
17,1989,55616
18,1989,56286
19,1989,55004
20,1989,54131
21,1989,57567
22,1989,61228
23,1989,62247
24,1989,62764
25,1989,63388
26,1989,58419
27,1989,56287
28,1989,55073
29,1989,54600
30,1989,55227
31,1989,55634
32,1989,57054
33,1989,56958
34,1989,56891
35,1989,55908
36,1989,57679
37,1989,57703
38,1989,57586
39,1989,59930
40,1989,62969
41,1989,65532
42,1989,65986
43,1989,66970
44,1989,66313
45,1989,65147
46,1989,61507
47,1989,56070
48,1989,50145
49,1989,47524
50,1989,48550
51,1989,46713
52,1989,44776
53,1989,43953
54,1989,41964
55,1989,41693
56,1989,41038
57,1989,42995
58,1989,43187
59,1989,44313
60,1989,43264
61,1989,44905
62,1989,43771
63,1989,44768
64,1989,46080
65,1989,46542
66,1989,46909
67,1989,47450
68,1989,50197
69,1989,52597
70,1989,42541
71,1989,42117
72,1989,42075
73,1989,40758
74,1989,39803
75,1989,40069
76,1989,38673
77,1989,37801
78,1989,35443
79,1989,33630
80,1989,32302
81,1989,29699
82,1989,26787
83,1989,24210
84,1989,21313
85,1989,18960
86,1989,16215
87,1989,14304
88,1989,11754
89,1989,9717
90,1989,7450
91,1989,5886
92,1989,4527
93,1989,3454
94,1989,2497
95,1989,1707
96,1989,1260
97,1989,790
98,1989,536
99,1989,329
100,1989,466
101,1989,0
102,1989,0
103,1989,0
104,1989,0
105,1989,0
106,1989,0
107,1989,0
108,1989,0
109,1989,0
0,1990,60478
1,1990,56804
2,1990,55090
3,1990,52247
4,1990,51016
5,1990,49309
6,1990,47295
7,1990,46311
8,1990,46841
9,1990,47557
10,1990,48785
11,1990,48260
12,1990,46704
13,1990,47960
14,1990,49266
15,1990,52132
16,1990,55127
17,1990,54908
18,1990,55955
19,1990,56824
20,1990,55639
21,1990,54691
22,1990,58182
23,1990,61818
24,1990,62836
25,1990,63350
26,1990,63942
27,1990,58990
28,1990,56825
29,1990,55514
30,1990,55045
31,1990,55558
32,1990,55930
33,1990,57354
34,1990,57230
35,1990,57129
36,1990,56194
37,1990,57874
38,1990,57826
39,1990,57693
40,1990,60059
41,1990,63080
42,1990,65580
43,1990,66044
44,1990,66955
45,1990,66277
46,1990,65103
47,1990,61455
48,1990,55992
49,1990,50075
50,1990,47479
51,1990,48441
52,1990,46636
53,1990,44655
54,1990,43867
55,1990,41862
56,1990,41561
57,1990,40912
58,1990,42823
59,1990,42996
60,1990,44109
61,1990,43056
62,1990,44626
63,1990,43496
64,1990,44473
65,1990,45720
66,1990,46116
67,1990,46414
68,1990,46867
69,1990,49577
70,1990,51821
71,1990,41841
72,1990,41304
73,1990,41202
74,1990,39783
75,1990,38736
76,1990,38851
77,1990,37385
78,1990,36294
79,1990,33783
80,1990,31955
81,1990,30422
82,1990,27740
83,1990,24836
84,1990,22223
85,1990,19369
86,1990,16963
87,1990,14349
88,1990,12441
89,1990,9988
90,1990,8212
91,1990,6080
92,1990,4711
93,1990,3570
94,1990,2606
95,1990,1867
96,1990,1227
97,1990,872
98,1990,544
99,1990,363
100,1990,480
101,1990,0
102,1990,0
103,1990,0
104,1990,0
105,1990,0
106,1990,0
107,1990,0
108,1990,0
109,1990,0
0,1991,59884
1,1991,60819
2,1991,57016
3,1991,55338
4,1991,52550
5,1991,51246
6,1991,49552
7,1991,47561
8,1991,46523
9,1991,47092
10,1991,47740
11,1991,49010
12,1991,48460
13,1991,46907
14,1991,48090
15,1991,49452
16,1991,52292
17,1991,55324
18,1991,55143
19,1991,56357
20,1991,57122
21,1991,56008
22,1991,55119
23,1991,58645
24,1991,62249
25,1991,63262
26,1991,63724
27,1991,64288
28,1991,59382
29,1991,57177
30,1991,55831
31,1991,55361
32,1991,55820
33,1991,56128
34,1991,57551
35,1991,57403
36,1991,57322
37,1991,56278
38,1991,58010
39,1991,57861
40,1991,57730
41,1991,60077
42,1991,63051
43,1991,65516
44,1991,65993
45,1991,66899
46,1991,66204
47,1991,65016
48,1991,61364
49,1991,55914
50,1991,49991
51,1991,47401
52,1991,48352
53,1991,46564
54,1991,44539
55,1991,43752
56,1991,41706
57,1991,41427
58,1991,40719
59,1991,42614
60,1991,42827
61,1991,43896
62,1991,42795
63,1991,44304
64,1991,43154
65,1991,44112
66,1991,45282
67,1991,45635
68,1991,45907
69,1991,46258
70,1991,48842
71,1991,50945
72,1991,41125
73,1991,40483
74,1991,40254
75,1991,38764
76,1991,37590
77,1991,37545
78,1991,35927
79,1991,34723
80,1991,32063
81,1991,30247
82,1991,28482
83,1991,25723
84,1991,22828
85,1991,20250
86,1991,17398
87,1991,15113
88,1991,12551
89,1991,10662
90,1991,8412
91,1991,6713
92,1991,4849
93,1991,3734
94,1991,2737
95,1991,1939
96,1991,1366
97,1991,873
98,1991,596
99,1991,363
100,1991,503
101,1991,0
102,1991,0
103,1991,0
104,1991,0
105,1991,0
106,1991,0
107,1991,0
108,1991,0
109,1991,0
0,1992,59569
1,1992,60231
2,1992,60875
3,1992,57202
4,1992,55518
5,1992,52717
6,1992,51441
7,1992,49728
8,1992,47763
9,1992,46720
10,1992,47269
11,1992,47907
12,1992,49164
13,1992,48619
14,1992,47053
15,1992,48227
16,1992,49577
17,1992,52491
18,1992,55567
19,1992,55484
20,1992,56731
21,1992,57528
22,1992,56331
23,1992,55514
24,1992,59105
25,1992,62574
26,1992,63584
27,1992,64032
28,1992,64512
29,1992,59686
30,1992,57371
31,1992,56040
32,1992,55601
33,1992,55974
34,1992,56304
35,1992,57684
36,1992,57486
37,1992,57423
38,1992,56298
39,1992,58032
40,1992,57876
41,1992,57703
42,1992,60080
43,1992,62998
44,1992,65451
45,1992,65898
46,1992,66790
47,1992,66109
48,1992,64908
49,1992,61241
50,1992,55792
51,1992,49901
52,1992,47302
53,1992,48196
54,1992,46422
55,1992,44400
56,1992,43581
57,1992,41568
58,1992,41270
59,1992,40532
60,1992,42419
61,1992,42591
62,1992,43663
63,1992,42458
64,1992,44009
65,1992,42847
66,1992,43663
67,1992,44836
68,1992,45131
69,1992,45287
70,1992,45570
71,1992,48089
72,1992,50053
73,1992,40291
74,1992,39503
75,1992,39198
76,1992,37655
77,1992,36330
78,1992,36119
79,1992,34352
80,1992,33123
81,1992,30242
82,1992,28381
83,1992,26536
84,1992,23708
85,1992,20778
86,1992,18260
87,1992,15495
88,1992,13227
89,1992,10784
90,1992,8950
91,1992,6954
92,1992,5409
93,1992,3811
94,1992,2855
95,1992,2012
96,1992,1400
97,1992,931
98,1992,618
99,1992,409
100,1992,531
101,1992,0
102,1992,0
103,1992,0
104,1992,0
105,1992,0
106,1992,0
107,1992,0
108,1992,0
109,1992,0
0,1993,57394
1,1993,59770
2,1993,60443
3,1993,61157
4,1993,57562
5,1993,55855
6,1993,53053
7,1993,51779
8,1993,50075
9,1993,48090
10,1993,47047
11,1993,47564
12,1993,48174
13,1993,49480
14,1993,48875
15,1993,47296
16,1993,48505
17,1993,49841
18,1993,52837
19,1993,56033
20,1993,55948
21,1993,57249
22,1993,58077
23,1993,56880
24,1993,56025
25,1993,59593
26,1993,63051
27,1993,64010
28,1993,64451
29,1993,64888
30,1993,60099
31,1993,57747
32,1993,56414
33,1993,55944
34,1993,56283
35,1993,56593
36,1993,57936
37,1993,57757
38,1993,57670
39,1993,56464
40,1993,58152
41,1993,58025
42,1993,57770
43,1993,60139
44,1993,63035
45,1993,65421
46,1993,65894
47,1993,66764
48,1993,65998
49,1993,64820
50,1993,61133
51,1993,55701
52,1993,49821
53,1993,47246
54,1993,48088
55,1993,46342
56,1993,44281
57,1993,43503
58,1993,41437
59,1993,41109
60,1993,40396
61,1993,42218
62,1993,42371
63,1993,43434
64,1993,42173
65,1993,43649
66,1993,42469
67,1993,43238
68,1993,44314
69,1993,44550
70,1993,44648
71,1993,44862
72,1993,47229
73,1993,49011
74,1993,39347
75,1993,38543
76,1993,38038
77,1993,36355
78,1993,34987
79,1993,34570
80,1993,32679
81,1993,31279
82,1993,28302
83,1993,26344
84,1993,24302
85,1993,21572
86,1993,18678
87,1993,16146
88,1993,13501
89,1993,11323
90,1993,9033
91,1993,7347
92,1993,5488
93,1993,4222
94,1993,2864
95,1993,2088
96,1993,1456
97,1993,954
98,1993,641
99,1993,389
100,1993,557
101,1993,0
102,1993,0
103,1993,0
104,1993,0
105,1993,0
106,1993,0
107,1993,0
108,1993,0
109,1993,0
0,1994,54811
1,1994,57472
2,1994,60075
3,1994,61028
4,1994,61786
5,1994,58236
6,1994,56544
7,1994,53722
8,1994,52371
9,1994,50658
10,1994,48609
11,1994,47588
12,1994,48055
13,1994,48624
14,1994,49906
15,1994,49293
16,1994,47684
17,1994,48906
18,1994,50353
19,1994,53503
20,1994,56659
21,1994,56498
22,1994,57877
23,1994,58667
24,1994,57489
25,1994,56729
26,1994,60264
27,1994,63625
28,1994,64609
29,1994,65036
30,1994,65547
31,1994,60629
32,1994,58324
33,1994,56910
34,1994,56458
35,1994,56796
36,1994,56956
37,1994,58309
38,1994,58071
39,1994,57974
40,1994,56762
41,1994,58360
42,1994,58206
43,1994,57895
44,1994,60275
45,1994,63125
46,1994,65450
47,1994,65929
48,1994,66730
49,1994,65963
50,1994,64784
51,1994,61074
52,1994,55643
53,1994,49803
54,1994,47228
55,1994,48032
56,1994,46329
57,1994,44228
58,1994,43478
59,1994,41386
60,1994,41055
61,1994,40329
62,1994,42097
63,1994,42194
64,1994,43257
65,1994,41858
66,1994,43379
67,1994,42130
68,1994,42858
69,1994,43859
70,1994,43968
71,1994,44023
72,1994,44084
73,1994,46371
74,1994,47961
75,1994,38445
76,1994,37506
77,1994,36939
78,1994,35146
79,1994,33588
80,1994,33000
81,1994,30985
82,1994,29472
83,1994,26442
84,1994,24276
85,1994,22306
86,1994,19477
87,1994,16667
88,1994,14182
89,1994,11702
90,1994,9573
91,1994,7543
92,1994,5970
93,1994,4393
94,1994,3316
95,1994,2163
96,1994,1544
97,1994,1034
98,1994,675
99,1994,444
100,1994,585
101,1994,0
102,1994,0
103,1994,0
104,1994,0
105,1994,0
106,1994,0
107,1994,0
108,1994,0
109,1994,0
0,1995,50052
1,1995,54988
2,1995,57484
3,1995,60080
4,1995,61035
5,1995,61829
6,1995,58325
7,1995,56620
8,1995,53829
9,1995,52462
10,1995,50745
11,1995,48701
12,1995,47675
13,1995,48131
14,1995,48718
15,1995,50001
16,1995,49386
17,1995,47832
18,1995,49101
19,1995,50709
20,1995,53778
21,1995,56905
22,1995,56813
23,1995,58129
24,1995,58918
25,1995,57701
26,1995,56947
27,1995,60474
28,1995,63727
29,1995,64716
30,1995,65064
31,1995,65587
32,1995,60670
33,1995,58359
34,1995,56919
35,1995,56462
36,1995,56807
37,1995,56937
38,1995,58324
39,1995,58077
40,1995,57937
41,1995,56763
42,1995,58310
43,1995,58201
44,1995,57860
45,1995,60232
46,1995,63048
47,1995,65379
48,1995,65833
49,1995,66654
50,1995,65837
51,1995,64639
52,1995,60947
53,1995,55518
54,1995,49682
55,1995,47169
56,1995,47910
57,1995,46210
58,1995,44107
59,1995,43341
60,1995,41290
61,1995,40956
62,1995,40151
63,1995,41930
64,1995,41907
65,1995,42960
66,1995,41522
67,1995,43015
68,1995,41774
69,1995,42427
70,1995,43289
71,1995,43351
72,1995,43313
73,1995,43300
74,1995,45398
75,1995,46833
76,1995,37404
77,1995,36306
78,1995,35635
79,1995,33688
80,1995,32039
81,1995,31318
82,1995,29173
83,1995,27477
84,1995,24481
85,1995,22128
86,1995,20218
87,1995,17411
88,1995,14658
89,1995,12252
90,1995,9954
91,1995,7968
92,1995,6124
93,1995,4707
94,1995,3419
95,1995,2508
96,1995,1587
97,1995,1121
98,1995,727
99,1995,456
100,1995,656
101,1995,0
102,1995,0
103,1995,0
104,1995,0
105,1995,0
106,1995,0
107,1995,0
108,1995,0
109,1995,0
0,1996,46478
1,1996,50196
2,1996,54976
3,1996,57414
4,1996,60010
5,1996,61010
6,1996,61836
7,1996,58338
8,1996,56654
9,1996,53847
10,1996,52493
11,1996,50806
12,1996,48758
13,1996,47701
14,1996,48155
15,1996,48782
16,1996,50076
17,1996,49459
18,1996,47981
19,1996,49326
20,1996,50962
21,1996,53995
22,1996,57128
23,1996,56971
24,1996,58285
25,1996,59107
26,1996,57845
27,1996,57065
28,1996,60511
29,1996,63749
30,1996,64661
31,1996,65094
32,1996,65561
33,1996,60708
34,1996,58347
35,1996,56880
36,1996,56387
37,1996,56809
38,1996,56902
39,1996,58270
40,1996,58064
41,1996,57923
42,1996,56729
43,1996,58240
44,1996,58124
45,1996,57765
46,1996,60112
47,1996,62945
48,1996,65257
49,1996,65712
50,1996,66470
51,1996,65681
52,1996,64465
53,1996,60757
54,1996,55347
55,1996,49512
56,1996,47013
57,1996,47721
58,1996,46064
59,1996,43953
60,1996,43154
61,1996,41104
62,1996,40723
63,1996,39895
64,1996,41674
65,1996,41603
66,1996,42607
67,1996,41128
68,1996,42580
69,1996,41277
70,1996,41897
71,1996,42625
72,1996,42623
73,1996,42473
74,1996,42326
75,1996,44301
76,1996,45505
77,1996,36286
78,1996,35069
79,1996,34279
80,1996,32128
81,1996,30400
82,1996,29491
83,1996,27329
84,1996,25483
85,1996,22404
86,1996,20019
87,1996,17996
88,1996,15269
89,1996,12660
90,1996,10396
91,1996,8288
92,1996,6452
93,1996,4909
94,1996,3637
95,1996,2544
96,1996,1819
97,1996,1110
98,1996,781
99,1996,491
100,1996,660
101,1996,0
102,1996,0
103,1996,0
104,1996,0
105,1996,0
106,1996,0
107,1996,0
108,1996,0
109,1996,0
0,1997,43860
1,1997,46664
2,1997,50204
3,1997,54994
4,1997,57410
5,1997,60033
6,1997,61029
7,1997,61900
8,1997,58422
9,1997,56757
10,1997,53935
11,1997,52570
12,1997,50878
13,1997,48858
14,1997,47789
15,1997,48262
16,1997,48885
17,1997,50188
18,1997,49666
19,1997,48138
20,1997,49475
21,1997,51173
22,1997,54130
23,1997,57252
24,1997,57163
25,1997,58473
26,1997,59259
27,1997,57966
28,1997,57194
29,1997,60608
30,1997,63793
31,1997,64736
32,1997,65103
33,1997,65620
34,1997,60673
35,1997,58413
36,1997,56951
37,1997,56354
38,1997,56779
39,1997,56864
40,1997,58244
41,1997,58005
42,1997,57863
43,1997,56689
44,1997,58188
45,1997,58067
46,1997,57667
47,1997,60010
48,1997,62835
49,1997,65129
50,1997,65576
51,1997,66305
52,1997,65471
53,1997,64263
54,1997,60575
55,1997,55138
56,1997,49333
57,1997,46852
58,1997,47499
59,1997,45846
60,1997,43709
61,1997,42898
62,1997,40860
63,1997,40417
64,1997,39586
65,1997,41263
66,1997,41190
67,1997,42157
68,1997,40692
69,1997,42048
70,1997,40691
71,1997,41258
72,1997,41837
73,1997,41817
74,1997,41498
75,1997,41264
76,1997,43113
77,1997,44116
78,1997,35088
79,1997,33729
80,1997,32818
81,1997,30456
82,1997,28690
83,1997,27503
84,1997,25325
85,1997,23360
86,1997,20353
87,1997,17973
88,1997,15875
89,1997,13196
90,1997,10803
91,1997,8649
92,1997,6742
93,1997,5121
94,1997,3832
95,1997,2725
96,1997,1841
97,1997,1259
98,1997,755
99,1997,493
100,1997,736
101,1997,0
102,1997,0
103,1997,0
104,1997,0
105,1997,0
106,1997,0
107,1997,0
108,1997,0
109,1997,0
0,1998,43223
1,1998,44201
2,1998,46785
3,1998,50270
4,1998,55029
5,1998,57483
6,1998,60108
7,1998,61137
8,1998,62014
9,1998,58559
10,1998,56838
11,1998,54092
12,1998,52692
13,1998,51013
14,1998,48980
15,1998,47946
16,1998,48405
17,1998,49020
18,1998,50491
19,1998,49770
20,1998,48387
21,1998,49690
22,1998,51371
23,1998,54350
24,1998,57556
25,1998,57378
26,1998,58737
27,1998,59423
28,1998,58131
29,1998,57421
30,1998,60791
31,1998,63912
32,1998,64855
33,1998,65160
34,1998,65747
35,1998,60738
36,1998,58457
37,1998,56937
38,1998,56440
39,1998,56870
40,1998,56841
41,1998,58290
42,1998,57987
43,1998,57846
44,1998,56706
45,1998,58136
46,1998,58011
47,1998,57659
48,1998,59922
49,1998,62718
50,1998,65031
51,1998,65443
52,1998,66164
53,1998,65300
54,1998,64080
55,1998,60379
56,1998,54951
57,1998,49118
58,1998,46646
59,1998,47274
60,1998,45624
61,1998,43454
62,1998,42597
63,1998,40532
64,1998,40079
65,1998,39246
66,1998,40884
67,1998,40748
68,1998,41680
69,1998,40175
70,1998,41456
71,1998,40087
72,1998,40559
73,1998,40998
74,1998,40948
75,1998,40531
76,1998,40114
77,1998,41820
78,1998,42633
79,1998,33718
80,1998,32212
81,1998,31148
82,1998,28746
83,1998,26866
84,1998,25530
85,1998,23242
86,1998,21241
87,1998,18197
88,1998,15814
89,1998,13764
90,1998,11260
91,1998,9060
92,1998,7113
93,1998,5331
94,1998,3963
95,1998,2910
96,1998,2013
97,1998,1338
98,1998,870
99,1998,523
100,1998,770
101,1998,0
102,1998,0
103,1998,0
104,1998,0
105,1998,0
106,1998,0
107,1998,0
108,1998,0
109,1998,0
0,1999,43058
1,1999,43599
2,1999,44356
3,1999,46880
4,1999,50383
5,1999,55150
6,1999,57586
7,1999,60189
8,1999,61253
9,1999,62139
10,1999,58685
11,1999,56948
12,1999,54201
13,1999,52820
14,1999,51148
15,1999,49082
16,1999,48083
17,1999,48576
18,1999,49267
19,1999,50587
20,1999,50113
21,1999,48684
22,1999,50036
23,1999,51740
24,1999,54672
25,1999,57858
26,1999,57724
27,1999,58974
28,1999,59665
29,1999,58313
30,1999,57586
31,1999,60945
32,1999,64070
33,1999,64973
34,1999,65235
35,1999,65838
36,1999,60845
37,1999,58559
38,1999,56961
39,1999,56472
40,1999,56883
41,1999,56851
42,1999,58282
43,1999,58004
44,1999,57811
45,1999,56659
46,1999,58100
47,1999,57949
48,1999,57606
49,1999,59862
50,1999,62580
51,1999,64909
52,1999,65287
53,1999,65978
54,1999,65160
55,1999,63885
56,1999,60158
57,1999,54718
58,1999,48912
59,1999,46454
60,1999,47053
61,1999,45357
62,1999,43184
63,1999,42308
64,1999,40212
65,1999,39745
66,1999,38855
67,1999,40462
68,1999,40301
69,1999,41169
70,1999,39617
71,1999,40827
72,1999,39437
73,1999,39814
74,1999,40118
75,1999,39943
76,1999,39441
77,1999,38859
78,1999,40493
79,1999,40983
80,1999,32186
81,1999,30514
82,1999,29393
83,1999,26858
84,1999,24961
85,1999,23362
86,1999,21013
87,1999,18971
88,1999,16028
89,1999,13607
90,1999,11667
91,1999,9365
92,1999,7341
93,1999,5619
94,1999,4107
95,1999,3022
96,1999,2157
97,1999,1418
98,1999,911
99,1999,560
100,1999,769
101,1999,0
102,1999,0
103,1999,0
104,1999,0
105,1999,0
106,1999,0
107,1999,0
108,1999,0
109,1999,0
0,2000,43950
1,2000,43589
2,2000,43801
3,2000,44555
4,2000,47065
5,2000,50619
6,2000,55297
7,2000,57776
8,2000,60351
9,2000,61446
10,2000,62314
11,2000,58898
12,2000,57149
13,2000,54411
14,2000,52959
15,2000,51326
16,2000,49271
17,2000,48259
18,2000,48865
19,2000,49423
20,2000,51050
21,2000,50511
22,2000,49155
23,2000,50562
24,2000,52199
25,2000,55151
26,2000,58326
27,2000,58124
28,2000,59374
29,2000,59933
30,2000,58655
31,2000,57891
32,2000,61150
33,2000,64352
34,2000,65177
35,2000,65452
36,2000,65947
37,2000,61026
38,2000,58625
39,2000,57040
40,2000,56624
41,2000,56962
42,2000,56960
43,2000,58285
44,2000,58041
45,2000,57852
46,2000,56682
47,2000,58088
48,2000,57947
49,2000,57568
50,2000,59785
51,2000,62442
52,2000,64779
53,2000,65194
54,2000,65819
55,2000,64947
56,2000,63648
57,2000,59900
58,2000,54490
59,2000,48719
60,2000,46242
61,2000,46796
62,2000,45101
63,2000,42881
64,2000,42008
65,2000,39897
66,2000,39391
67,2000,38491
68,2000,40037
69,2000,39835
70,2000,40655
71,2000,39053
72,2000,40142
73,2000,38701
74,2000,39027
75,2000,39205
76,2000,38875
77,2000,38287
78,2000,37605
79,2000,39020
80,2000,39200
81,2000,30516
82,2000,28804
83,2000,27564
84,2000,24955
85,2000,22862
86,2000,21226
87,2000,18783
88,2000,16771
89,2000,13880
90,2000,11582
91,2000,9759
92,2000,7627
93,2000,5871
94,2000,4368
95,2000,3122
96,2000,2196
97,2000,1541
98,2000,961
99,2000,618
100,2000,374
101,2000,199
102,2000,118
103,2000,62
104,2000,39
105,2000,19
106,2000,5
107,2000,5
108,2000,2
109,2000,4
0,2001,44439
1,2001,44441
2,2001,43868
3,2001,44027
4,2001,44757
5,2001,47291
6,2001,50810
7,2001,55534
8,2001,57963
9,2001,60525
10,2001,61652
11,2001,62561
12,2001,59100
13,2001,57415
14,2001,54639
15,2001,53160
16,2001,51573
17,2001,49493
18,2001,48549
19,2001,49133
20,2001,49862
21,2001,51471
22,2001,51017
23,2001,49743
24,2001,51164
25,2001,52691
26,2001,55676
27,2001,58771
28,2001,58545
29,2001,59723
30,2001,60326
31,2001,59057
32,2001,58186
33,2001,61440
34,2001,64542
35,2001,65416
36,2001,65684
37,2001,66170
38,2001,61182
39,2001,58771
40,2001,57195
41,2001,56758
42,2001,57062
43,2001,57053
44,2001,58341
45,2001,58052
46,2001,57908
47,2001,56703
48,2001,58054
49,2001,57901
50,2001,57499
51,2001,59696
52,2001,62335
53,2001,64630
54,2001,65053
55,2001,65661
56,2001,64760
57,2001,63440
58,2001,59668
59,2001,54254
60,2001,48493
61,2001,46017
62,2001,46550
63,2001,44849
64,2001,42629
65,2001,41668
66,2001,39554
67,2001,38984
68,2001,38054
69,2001,39575
70,2001,39319
71,2001,40012
72,2001,38388
73,2001,39426
74,2001,37931
75,2001,38106
76,2001,38280
77,2001,37764
78,2001,36995
79,2001,36152
80,2001,37387
81,2001,37212
82,2001,28920
83,2001,26981
84,2001,25586
85,2001,22981
86,2001,20682
87,2001,19004
88,2001,16509
89,2001,14554
90,2001,11811
91,2001,9652
92,2001,7874
93,2001,6037
94,2001,4518
95,2001,3348
96,2001,2316
97,2001,1575
98,2001,1060
99,2001,659
100,2001,389
101,2001,221
102,2001,120
103,2001,74
104,2001,34
105,2001,23
106,2001,12
107,2001,1
108,2001,3
109,2001,2
0,2002,46751
1,2002,45055
2,2002,44731
3,2002,44131
4,2002,44239
5,2002,44976
6,2002,47531
7,2002,51001
8,2002,55739
9,2002,58183
10,2002,60720
11,2002,61924
12,2002,62781
13,2002,59300
14,2002,57632
15,2002,54877
16,2002,53400
17,2002,51824
18,2002,49804
19,2002,48835
20,2002,49553
21,2002,50367
22,2002,51943
23,2002,51571
24,2002,50363
25,2002,51727
26,2002,53244
27,2002,56138
28,2002,59225
29,2002,58924
30,2002,60130
31,2002,60695
32,2002,59354
33,2002,58506
34,2002,61703
35,2002,64770
36,2002,65639
37,2002,65898
38,2002,66365
39,2002,61304
40,2002,58893
41,2002,57315
42,2002,56917
43,2002,57133
44,2002,57127
45,2002,58448
46,2002,58113
47,2002,57951
48,2002,56715
49,2002,58026
50,2002,57868
51,2002,57458
52,2002,59653
53,2002,62248
54,2002,64510
55,2002,64922
56,2002,65455
57,2002,64539
58,2002,63214
59,2002,59409
60,2002,54006
61,2002,48221
62,2002,45800
63,2002,46320
64,2002,44570
65,2002,42312
66,2002,41348
67,2002,39164
68,2002,38555
69,2002,37621
70,2002,39019
71,2002,38671
72,2002,39357
73,2002,37701
74,2002,38609
75,2002,37089
76,2002,37170
77,2002,37215
78,2002,36516
79,2002,35608
80,2002,34557
81,2002,35585
82,2002,35154
83,2002,27075
84,2002,25110
85,2002,23437
86,2002,20844
87,2002,18430
88,2002,16659
89,2002,14363
90,2002,12249
91,2002,9723
92,2002,7829
93,2002,6246
94,2002,4621
95,2002,3400
96,2002,2415
97,2002,1599
98,2002,1070
99,2002,717
100,2002,431
101,2002,243
102,2002,129
103,2002,70
104,2002,46
105,2002,17
106,2002,10
107,2002,10
108,2002,0
109,2002,1
0,2003,48092
1,2003,47392
2,2003,45352
3,2003,44934
4,2003,44321
5,2003,44446
6,2003,45187
7,2003,47750
8,2003,51206
9,2003,55952
10,2003,58413
11,2003,60898
12,2003,62145
13,2003,63004
14,2003,59498
15,2003,57835
16,2003,55095
17,2003,53622
18,2003,52170
19,2003,50161
20,2003,49426
21,2003,50022
22,2003,50800
23,2003,52537
24,2003,52138
25,2003,50989
26,2003,52191
27,2003,53720
28,2003,56530
29,2003,59560
30,2003,59356
31,2003,60492
32,2003,61035
33,2003,59655
34,2003,58844
35,2003,61951
36,2003,64999
37,2003,65818
38,2003,66076
39,2003,66476
40,2003,61437
41,2003,59050
42,2003,57389
43,2003,56979
44,2003,57197
45,2003,57181
46,2003,58471
47,2003,58112
48,2003,57928
49,2003,56706
50,2003,57981
51,2003,57791
52,2003,57368
53,2003,59556
54,2003,62118
55,2003,64354
56,2003,64772
57,2003,65228
58,2003,64296
59,2003,62962
60,2003,59158
61,2003,53725
62,2003,47938
63,2003,45527
64,2003,45999
65,2003,44198
66,2003,41995
67,2003,40947
68,2003,38736
69,2003,38094
70,2003,37101
71,2003,38454
72,2003,38062
73,2003,38650
74,2003,36980
75,2003,37799
76,2003,36171
77,2003,36163
78,2003,36057
79,2003,35187
80,2003,34130
81,2003,32921
82,2003,33705
83,2003,33021
84,2003,25257
85,2003,23126
86,2003,21363
87,2003,18710
88,2003,16297
89,2003,14474
90,2003,12242
91,2003,10290
92,2003,7979
93,2003,6219
94,2003,4865
95,2003,3509
96,2003,2478
97,2003,1717
98,2003,1092
99,2003,703
100,2003,471
101,2003,244
102,2003,137
103,2003,74
104,2003,39
105,2003,28
106,2003,10
107,2003,3
108,2003,4
109,2003,0
0,2004,49053
1,2004,48821
2,2004,47715
3,2004,45484
4,2004,45142
5,2004,44514
6,2004,44633
7,2004,45344
8,2004,47861
9,2004,51405
10,2004,56121
11,2004,58565
12,2004,61093
13,2004,62288
14,2004,63183
15,2004,59673
16,2004,58064
17,2004,55310
18,2004,53928
19,2004,52517
20,2004,50575
21,2004,49895
22,2004,50617
23,2004,51469
24,2004,53173
25,2004,52800
26,2004,51562
27,2004,52671
28,2004,54121
29,2004,56892
30,2004,59908
31,2004,59666
32,2004,60789
33,2004,61201
34,2004,59825
35,2004,59028
36,2004,62123
37,2004,65185
38,2004,65902
39,2004,66167
40,2004,66576
41,2004,61549
42,2004,59099
43,2004,57458
44,2004,57042
45,2004,57229
46,2004,57206
47,2004,58470
48,2004,58075
49,2004,57878
50,2004,56642
51,2004,57905
52,2004,57726
53,2004,57290
54,2004,59441
55,2004,61954
56,2004,64149
57,2004,64549
58,2004,64975
59,2004,64028
60,2004,62659
61,2004,58834
62,2004,53421
63,2004,47632
64,2004,45195
65,2004,45639
66,2004,43832
67,2004,41606
68,2004,40553
69,2004,38293
70,2004,37620
71,2004,36561
72,2004,37843
73,2004,37418
74,2004,37886
