Age,Year,Population
37,1916,37680
38,1916,35875
39,1916,36061
40,1916,34244
41,1916,33732
42,1916,32397
43,1916,31539
44,1916,30305
45,1916,30685
46,1916,28608
47,1916,27708
48,1916,25337
49,1916,27854
50,1916,30121
51,1916,29673
52,1916,30101
53,1916,29252
54,1916,28289
55,1916,26548
56,1916,28036
57,1916,28015
58,1916,27060
59,1916,24653
60,1916,23328
61,1916,22852
62,1916,23991
63,1916,21410
64,1916,19741
65,1916,20131
66,1916,19938
67,1916,20027
68,1916,18172
69,1916,16562
70,1916,15378
71,1916,15862
72,1916,15777
73,1916,14299
74,1916,13743
75,1916,12218
76,1916,11891
77,1916,10137
78,1916,8975
79,1916,8439
80,1916,7970
81,1916,7326
82,1916,6291
83,1916,5390
84,1916,4223
85,1916,3287
86,1916,2963
87,1916,2273
88,1916,1724
89,1916,1282
90,1916,1078
91,1916,808
92,1916,561
93,1916,408
94,1916,287
95,1916,397
96,1916,0
97,1916,0
98,1916,0
99,1916,0
100,1916,0
101,1916,0
102,1916,0
103,1916,0
104,1916,0
105,1916,0
106,1916,0
107,1916,0
108,1916,0
109,1916,0
0,1917,56481
1,1917,55202
2,1917,55002
3,1917,57237
4,1917,57533
5,1917,58600
6,1917,58102
7,1917,57519
8,1917,59865
9,1917,58899
10,1917,58017
11,1917,57470
12,1917,57076
13,1917,55875
14,1917,55308
15,1917,56275
16,1917,55243
17,1917,54814
18,1917,51568
19,1917,52028
20,1917,50420
21,1917,49847
22,1917,49427
23,1917,47649
24,1917,46845
25,1917,45128
26,1917,45754
27,1917,44400
28,1917,43107
29,1917,43551
30,1917,43689
31,1917,42413
32,1917,41165
33,1917,40798
34,1917,38803
35,1917,37828
36,1917,36956
37,1917,36765
38,1917,37447
39,1917,35659
40,1917,35858
41,1917,34031
42,1917,33503
43,1917,32185
44,1917,31312
45,1917,30034
46,1917,30469
47,1917,28384
48,1917,27528
49,1917,25152
50,1917,27633
51,1917,29890
52,1917,29433
53,1917,29849
54,1917,28958
55,1917,27982
56,1917,26260
57,1917,27707
58,1917,27659
59,1917,26657
60,1917,24296
61,1917,22959
62,1917,22446
63,1917,23544
64,1917,20984
65,1917,19314
66,1917,19645
67,1917,19379
68,1917,19425
69,1917,17601
70,1917,15927
71,1917,14722
72,1917,15120
73,1917,14976
74,1917,13529
75,1917,12885
76,1917,11357
77,1917,11036
78,1917,9297
79,1917,8166
80,1917,7605
81,1917,7086
82,1917,6454
83,1917,5482
84,1917,4574
85,1917,3572
86,1917,2699
87,1917,2416
88,1917,1772
89,1917,1357
90,1917,935
91,1917,794
92,1917,572
93,1917,394
94,1917,284
95,1917,440
96,1917,0
97,1917,0
98,1917,0
99,1917,0
100,1917,0
101,1917,0
102,1917,0
103,1917,0
104,1917,0
105,1917,0
106,1917,0
107,1917,0
108,1917,0
109,1917,0
0,1918,54757
1,1918,54903
2,1918,54532
3,1918,54485
4,1918,56814
5,1918,57142
6,1918,58271
7,1918,57757
8,1918,57229
9,1918,59577
10,1918,58635
11,1918,57745
12,1918,57214
13,1918,56775
14,1918,55566
15,1918,54947
16,1918,55792
17,1918,54673
18,1918,54171
19,1918,50934
20,1918,51383
21,1918,49790
22,1918,49191
23,1918,48666
24,1918,46963
25,1918,46147
26,1918,44391
27,1918,45021
28,1918,43721
29,1918,42464
30,1918,42907
31,1918,43083
32,1918,41814
33,1918,40588
34,1918,40320
35,1918,38311
36,1918,37371
37,1918,36548
38,1918,36367
39,1918,37049
40,1918,35302
41,1918,35490
42,1918,33699
43,1918,33174
44,1918,31873
45,1918,31015
46,1918,29726
47,1918,30195
48,1918,28074
49,1918,27238
50,1918,24886
51,1918,27347
52,1918,29600
53,1918,29055
54,1918,29473
55,1918,28531
56,1918,27608
57,1918,25858
58,1918,27321
59,1918,27196
60,1918,26231
61,1918,23819
62,1918,22471
63,1918,21946
64,1918,23009
65,1918,20490
66,1918,18741
67,1918,19024
68,1918,18735
69,1918,18750
70,1918,16883
71,1918,15249
72,1918,14040
73,1918,14329
74,1918,14100
75,1918,12643
76,1918,11986
77,1918,10509
78,1918,10187
79,1918,8487
80,1918,7345
81,1918,6741
82,1918,6214
83,1918,5584
84,1918,4662
85,1918,3839
86,1918,3002
87,1918,2214
88,1918,1915
89,1918,1373
90,1918,1030
91,1918,705
92,1918,554
93,1918,414
94,1918,271
95,1918,478
96,1918,0
97,1918,0
98,1918,0
99,1918,0
100,1918,0
101,1918,0
102,1918,0
103,1918,0
104,1918,0
105,1918,0
106,1918,0
107,1918,0
108,1918,0
109,1918,0
0,1919,53694
1,1919,53188
2,1919,54286
3,1919,54142
4,1919,54164
5,1919,56503
6,1919,56925
7,1919,58068
8,1919,57603
9,1919,57071
10,1919,59428
11,1919,58473
12,1919,57576
13,1919,57061
14,1919,56598
15,1919,55366
16,1919,54662
17,1919,55437
18,1919,54313
19,1919,53767
20,1919,50518
21,1919,51030
22,1919,49437
23,1919,48865
24,1919,48316
25,1919,46707
26,1919,45844
27,1919,44133
28,1919,44742
29,1919,43432
30,1919,42194
31,1919,42674
32,1919,42839
33,1919,41556
34,1919,40336
35,1919,40056
36,1919,38077
37,1919,37137
38,1919,36333
39,1919,36131
40,1919,36829
41,1919,35059
42,1919,35232
43,1919,33501
44,1919,32969
45,1919,31657
46,1919,30767
47,1919,29495
48,1919,29996
49,1919,27856
50,1919,26998
51,1919,24639
52,1919,27073
53,1919,29315
54,1919,28748
55,1919,29133
56,1919,28173
57,1919,27279
58,1919,25513
59,1919,26936
60,1919,26762
61,1919,25737
62,1919,23375
63,1919,22058
64,1919,21484
65,1919,22483
66,1919,19951
67,1919,18195
68,1919,18445
69,1919,18075
70,1919,18034
71,1919,16088
72,1919,14486
73,1919,13275
74,1919,13428
75,1919,13209
76,1919,11791
77,1919,10987
78,1919,9629
79,1919,9219
80,1919,7586
81,1919,6572
82,1919,5827
83,1919,5335
84,1919,4697
85,1919,3847
86,1919,3127
87,1919,2409
88,1919,1769
89,1919,1502
90,1919,1040
91,1919,755
92,1919,494
93,1919,375
94,1919,270
95,1919,476
96,1919,0
97,1919,0
98,1919,0
99,1919,0
100,1919,0
101,1919,0
102,1919,0
103,1919,0
104,1919,0
105,1919,0
106,1919,0
107,1919,0
108,1919,0
109,1919,0
0,1920,63784
1,1920,52189
2,1920,52626
3,1920,53817
4,1920,53666
5,1920,53721
6,1920,56128
7,1920,56587
8,1920,57720
9,1920,57263
10,1920,57483
11,1920,59434
12,1920,58418
13,1920,57409
14,1920,56896
15,1920,56333
16,1920,55035
17,1920,54217
18,1920,54843
19,1920,53754
20,1920,53231
21,1920,50152
22,1920,50630
23,1920,48976
24,1920,48563
25,1920,48175
26,1920,46606
27,1920,45709
28,1920,44279
29,1920,44805
30,1920,43501
31,1920,42193
32,1920,42741
33,1920,42919
34,1920,41533
35,1920,40318
36,1920,39964
37,1920,37927
38,1920,37005
39,1920,36113
40,1920,35781
41,1920,36706
42,1920,34846
43,1920,35079
44,1920,33220
45,1920,32704
46,1920,31434
47,1920,30603
48,1920,29295
49,1920,29673
50,1920,27615
51,1920,26739
52,1920,24395
53,1920,26804
54,1920,28937
55,1920,28353
56,1920,28741
57,1920,27862
58,1920,26963
59,1920,25163
60,1920,26466
61,1920,26189
62,1920,25202
63,1920,22785
64,1920,21553
65,1920,20947
66,1920,21828
67,1920,19382
68,1920,17656
69,1920,17848
70,1920,17493
71,1920,17243
72,1920,15356
73,1920,13842
74,1920,12497
75,1920,12608
76,1920,12321
77,1920,11000
78,1920,10030
79,1920,8734
80,1920,8374
81,1920,6818
82,1920,5859
83,1920,5141
84,1920,4603
85,1920,3990
86,1920,3203
87,1920,2607
88,1920,2023
89,1920,1412
90,1920,1135
91,1920,797
92,1920,588
93,1920,386
94,1920,279
95,1920,183
96,1920,122
97,1920,65
98,1920,48
99,1920,22
100,1920,22
101,1920,0
102,1920,0
103,1920,0
104,1920,0
105,1920,0
106,1920,0
107,1920,0
108,1920,0
109,1920,0
0,1921,59769
1,1921,62284
2,1921,51789
3,1921,52390
4,1921,53581
5,1921,53477
6,1921,53539
7,1921,55971
8,1921,56402
9,1921,57567
10,1921,57118
11,1921,57320
12,1921,59266
13,1921,58250
14,1921,57215
15,1921,56672
16,1921,56044
17,1921,54704
18,1921,53837
19,1921,54417
20,1921,53378
21,1921,52860
22,1921,49792
23,1921,50321
24,1921,48675
25,1921,48246
26,1921,47899
27,1921,46359
28,1921,45464
29,1921,44004
30,1921,44556
31,1921,43258
32,1921,41955
33,1921,42541
34,1921,42686
35,1921,41337
36,1921,40070
37,1921,39735
38,1921,37731
39,1921,36784
40,1921,35911
41,1921,35562
42,1921,36466
43,1921,34631
44,1921,34867
45,1921,33001
46,1921,32476
47,1921,31224
48,1921,30375
49,1921,29075
50,1921,29424
51,1921,27414
52,1921,26512
53,1921,24171
54,1921,26502
55,1921,28624
56,1921,28010
57,1921,28376
58,1921,27505
59,1921,26605
60,1921,24781
61,1921,26036
62,1921,25728
63,1921,24733
64,1921,22342
65,1921,21104
66,1921,20439
67,1921,21195
68,1921,18791
69,1921,17072
70,1921,17238
71,1921,16799
72,1921,16481
73,1921,14601
74,1921,13079
75,1921,11738
76,1921,11740
77,1921,11439
78,1921,10126
79,1921,9060
80,1921,7868
81,1921,7490
82,1921,5968
83,1921,5067
84,1921,4409
85,1921,3845
86,1921,3285
87,1921,2578
88,1921,2067
89,1921,1602
90,1921,1048
91,1921,858
92,1921,580
93,1921,417
94,1921,273
95,1921,457
96,1921,0
97,1921,0
98,1921,0
99,1921,0
100,1921,0
101,1921,0
102,1921,0
103,1921,0
104,1921,0
105,1921,0
106,1921,0
107,1921,0
108,1921,0
109,1921,0
0,1922,54713
1,1922,58437
2,1922,61810
3,1922,51565
4,1922,52208
5,1922,53436
6,1922,53335
7,1922,53437
8,1922,55864
9,1922,56283
10,1922,57449
11,1922,57026
12,1922,57217
13,1922,59144
14,1922,58093
15,1922,57063
16,1922,56431
17,1922,55730
18,1922,54347
19,1922,53457
20,1922,53973
21,1922,52995
22,1922,52470
23,1922,49421
24,1922,49950
25,1922,48400
26,1922,47924
27,1922,47625
28,1922,46089
29,1922,45196
30,1922,43777
31,1922,44290
32,1922,43023
33,1922,41730
34,1922,42274
35,1922,42432
36,1922,41094
37,1922,39832
38,1922,39531
39,1922,37525
40,1922,36583
41,1922,35677
42,1922,35348
43,1922,36250
44,1922,34395
45,1922,34638
46,1922,32769
47,1922,32233
48,1922,30981
49,1922,30128
50,1922,28841
51,1922,29170
52,1922,27182
53,1922,26244
54,1922,23915
55,1922,26182
56,1922,28288
57,1922,27651
58,1922,27996
59,1922,27125
60,1922,26211
61,1922,24327
62,1922,25582
63,1922,25232
64,1922,24204
65,1922,21810
66,1922,20566
67,1922,19855
68,1922,20474
69,1922,18098
70,1922,16408
71,1922,16484
72,1922,15962
73,1922,15631
74,1922,13740
75,1922,12211
76,1922,10862
77,1922,10799
78,1922,10358
79,1922,9072
80,1922,8100
81,1922,6945
82,1922,6445
83,1922,5111
84,1922,4233
85,1922,3625
86,1922,3045
87,1922,2611
88,1922,2002
89,1922,1590
90,1922,1221
91,1922,730
92,1922,607
93,1922,418
94,1922,296
95,1922,432
96,1922,0
97,1922,0
98,1922,0
99,1922,0
100,1922,0
101,1922,0
102,1922,0
103,1922,0
104,1922,0
105,1922,0
106,1922,0
107,1922,0
108,1922,0
109,1922,0
0,1923,52952
1,1923,53440
2,1923,57992
3,1923,61498
4,1923,51337
5,1923,51980
6,1923,53247
7,1923,53161
8,1923,53305
9,1923,55702
10,1923,56133
11,1923,57317
12,1923,56892
13,1923,57099
14,1923,58987
15,1923,57888
16,1923,56761
17,1923,56016
18,1923,55217
19,1923,53851
20,1923,52892
21,1923,53427
22,1923,52480
23,1923,51883
24,1923,48924
25,1923,49475
26,1923,47940
27,1923,47511
28,1923,47183
29,1923,45754
30,1923,44826
31,1923,43449
32,1923,43972
33,1923,42735
34,1923,41474
35,1923,42042
36,1923,42189
37,1923,40828
38,1923,39596
39,1923,39311
40,1923,37300
41,1923,36374
42,1923,35435
43,1923,35102
44,1923,35997
45,1923,34168
46,1923,34404
47,1923,32538
48,1923,31997
49,1923,30716
50,1923,29846
51,1923,28592
52,1923,28951
53,1923,26942
54,1923,25991
55,1923,23668
56,1923,25912
57,1923,27969
58,1923,27340
59,1923,27637
60,1923,26728
61,1923,25792
62,1923,23895
63,1923,25080
64,1923,24711
65,1923,23668
66,1923,21335
67,1923,19994
68,1923,19292
69,1923,19864
70,1923,17442
71,1923,15802
72,1923,15827
73,1923,15215
74,1923,14818
75,1923,12906
76,1923,11458
77,1923,10114
78,1923,9947
79,1923,9478
80,1923,8208
81,1923,7294
82,1923,6075
83,1923,5636
84,1923,4416
85,1923,3602
86,1923,3011
87,1923,2484
88,1923,2114
89,1923,1594
90,1923,1238
91,1923,920
92,1923,529
93,1923,442
94,1923,305
95,1923,472
96,1923,0
97,1923,0
98,1923,0
99,1923,0
100,1923,0
101,1923,0
102,1923,0
103,1923,0
104,1923,0
105,1923,0
106,1923,0
107,1923,0
108,1923,0
109,1923,0
0,1924,51169
1,1924,51749
2,1924,53004
3,1924,57697
4,1924,61281
5,1924,51164
6,1924,51855
7,1924,53122
8,1924,53033
9,1924,53183
10,1924,55599
11,1924,56020
12,1924,57215
13,1924,56759
14,1924,56945
15,1924,58829
16,1924,57648
17,1924,56497
18,1924,55737
19,1924,54956
20,1924,53554
21,1924,52597
22,1924,53131
23,1924,52116
24,1924,51597
25,1924,48609
26,1924,49163
27,1924,47621
28,1924,47240
29,1924,46943
30,1924,45496
31,1924,44624
32,1924,43227
33,1924,43721
34,1924,42525
35,1924,41271
36,1924,41838
37,1924,41981
38,1924,40600
39,1924,39412
40,1924,39058
41,1924,37077
42,1924,36188
43,1924,35228
44,1924,34912
45,1924,35770
46,1924,33950
47,1924,34209
48,1924,32323
49,1924,31789
50,1924,30489
51,1924,29617
52,1924,28346
53,1924,28715
54,1924,26719
55,1924,25700
56,1924,23427
57,1924,25611
58,1924,27629
59,1924,26963
60,1924,27223
61,1924,26319
62,1924,25367
63,1924,23424
64,1924,24579
65,1924,24140
66,1924,23088
67,1924,20756
68,1924,19393
69,1924,18632
70,1924,19131
71,1924,16736
72,1924,15143
73,1924,15098
74,1924,14400
75,1924,13900
76,1924,12099
77,1924,10549
78,1924,9265
79,1924,9043
80,1924,8572
81,1924,7289
82,1924,6415
83,1924,5228
84,1924,4829
85,1924,3748
86,1924,2951
87,1924,2504
88,1924,1978
89,1924,1665
90,1924,1223
91,1924,922
92,1924,672
93,1924,372
94,1924,304
95,1924,483
96,1924,0
97,1924,0
98,1924,0
99,1924,0
100,1924,0
101,1924,0
102,1924,0
103,1924,0
104,1924,0
105,1924,0
106,1924,0
107,1924,0
108,1924,0
109,1924,0
0,1925,49696
1,1925,50170
2,1925,51388
3,1925,52769
4,1925,57448
5,1925,61058
6,1925,50995
7,1925,51735
8,1925,52979
9,1925,52901
10,1925,53049
11,1925,55456
12,1925,55882
13,1925,57064
14,1925,56602
15,1925,56751
16,1925,58557
17,1925,57288
18,1925,56095
19,1925,55298
20,1925,54478
21,1925,53053
22,1925,52107
23,1925,52636
24,1925,51616
25,1925,51118
26,1925,48201
27,1925,48731
28,1925,47220
29,1925,46875
30,1925,46583
31,1925,45129
32,1925,44269
33,1925,42854
34,1925,43425
35,1925,42206
36,1925,41016
37,1925,41547
38,1925,41700
39,1925,40327
40,1925,39147
41,1925,38795
42,1925,36787
43,1925,35941
44,1925,34988
45,1925,34674
46,1925,35500
47,1925,33693
48,1925,33951
49,1925,32044
50,1925,31494
51,1925,30213
52,1925,29340
53,1925,28063
54,1925,28399
55,1925,26432
56,1925,25364
57,1925,23136
58,1925,25271
59,1925,27254
60,1925,26543
61,1925,26767
62,1925,25844
63,1925,24889
64,1925,22910
65,1925,24015
66,1925,23531
67,1925,22419
68,1925,20142
69,1925,18801
70,1925,17963
71,1925,18337
72,1925,15988
73,1925,14381
74,1925,14295
75,1925,13542
76,1925,13057
77,1925,11240
78,1925,9696
79,1925,8393
80,1925,8195
81,1925,7642
82,1925,6434
83,1925,5602
84,1925,4468
85,1925,4049
86,1925,3127
87,1925,2371
88,1925,2015
89,1925,1558
90,1925,1233
91,1925,888
92,1925,683
93,1925,470
94,1925,247
95,1925,515
96,1925,0
97,1925,0
98,1925,0
99,1925,0
100,1925,0
101,1925,0
102,1925,0
103,1925,0
104,1925,0
105,1925,0
106,1925,0
107,1925,0
108,1925,0
109,1925,0
0,1926,47893
1,1926,48743
2,1926,49854
3,1926,51169
4,1926,52609
5,1926,57294
6,1926,60967
7,1926,50942
8,1926,51660
9,1926,52922
10,1926,52836
11,1926,52967
12,1926,55394
13,1926,55835
14,1926,56984
15,1926,56488
16,1926,56576
17,1926,58275
18,1926,56942
19,1926,55692
20,1926,54862
21,1926,54074
22,1926,52646
23,1926,51729
24,1926,52211
25,1926,51222
26,1926,50764
27,1926,47835
28,1926,48375
29,1926,46918
30,1926,46591
31,1926,46303
32,1926,44865
33,1926,44001
34,1926,42607
35,1926,43192
36,1926,42007
37,1926,40820
38,1926,41337
39,1926,41462
40,1926,40102
41,1926,38928
42,1926,38580
43,1926,36616
44,1926,35750
45,1926,34776
46,1926,34477
47,1926,35286
48,1926,33442
49,1926,33720
50,1926,31796
51,1926,31230
52,1926,29981
53,1926,29094
54,1926,27797
55,1926,28088
56,1926,26112
57,1926,25087
58,1926,22871
59,1926,24957
60,1926,26896
61,1926,26137
62,1926,26344
63,1926,25407
64,1926,24360
65,1926,22350
66,1926,23403
67,1926,22940
68,1926,21745
69,1926,19521
70,1926,18082
71,1926,17227
72,1926,17533
73,1926,15194
74,1926,13603
75,1926,13464
76,1926,12637
77,1926,12109
78,1926,10340
79,1926,8798
80,1926,7510
81,1926,7321
82,1926,6715
83,1926,5560
84,1926,4800
85,1926,3785
86,1926,3320
87,1926,2549
88,1926,1873
89,1926,1563
90,1926,1189
91,1926,929
92,1926,660
93,1926,505
94,1926,317
95,1926,504
96,1926,0
97,1926,0
98,1926,0
99,1926,0
100,1926,0
101,1926,0
102,1926,0
103,1926,0
104,1926,0
105,1926,0
106,1926,0
107,1926,0
108,1926,0
109,1926,0
0,1927,45929
1,1927,46877
2,1927,48404
3,1927,49668
4,1927,50992
5,1927,52441
6,1927,57154
7,1927,60841
8,1927,50838
9,1927,51540
10,1927,52843
11,1927,52767
12,1927,52897
13,1927,55286
14,1927,55727
15,1927,56849
16,1927,56302
17,1927,56309
18,1927,57919
19,1927,56614
20,1927,55331
21,1927,54480
22,1927,53678
23,1927,52268
24,1927,51421
25,1927,51830
26,1927,50906
27,1927,50426
28,1927,47543
29,1927,48058
30,1927,46631
31,1927,46346
32,1927,46066
33,1927,44620
34,1927,43756
35,1927,42365
36,1927,42995
37,1927,41810
38,1927,40574
39,1927,41094
40,1927,41234
41,1927,39889
42,1927,38710
43,1927,38385
44,1927,36387
45,1927,35494
46,1927,34553
47,1927,34219
48,1927,35036
49,1927,33208
50,1927,33416
51,1927,31519
52,1927,30927
53,1927,29694
54,1927,28781
55,1927,27486
56,1927,27765
57,1927,25802
58,1927,24752
59,1927,22558
60,1927,24579
61,1927,26445
62,1927,25680
63,1927,25846
64,1927,24857
65,1927,23798
66,1927,21773
67,1927,22700
68,1927,22229
69,1927,20975
70,1927,18802
71,1927,17288
72,1927,16440
73,1927,16689
74,1927,14274
75,1927,12733
76,1927,12461
77,1927,11577
78,1927,11012
79,1927,9277
80,1927,7815
81,1927,6615
82,1927,6327
83,1927,5733
84,1927,4676
85,1927,3937
86,1927,3072
87,1927,2621
88,1927,1964
89,1927,1376
90,1927,1167
91,1927,845
92,1927,631
93,1927,432
94,1927,335
95,1927,527
96,1927,0
97,1927,0
98,1927,0
99,1927,0
100,1927,0
101,1927,0
102,1927,0
103,1927,0
104,1927,0
105,1927,0
106,1927,0
107,1927,0
108,1927,0
109,1927,0
0,1928,45902
1,1928,44924
2,1928,46528
3,1928,48210
4,1928,49542
5,1928,50839
6,1928,52313
7,1928,57036
8,1928,60702
9,1928,50739
10,1928,51451
11,1928,52772
12,1928,52662
13,1928,52772
14,1928,55182
15,1928,55598
16,1928,56642
17,1928,56010
18,1928,55892
19,1928,57493
20,1928,56156
21,1928,54925
22,1928,54044
23,1928,53253
24,1928,51875
25,1928,51066
26,1928,51464
27,1928,50639
28,1928,50139
29,1928,47275
30,1928,47785
31,1928,46399
32,1928,46100
33,1928,45868
34,1928,44417
35,1928,43577
36,1928,42154
37,1928,42804
38,1928,41619
39,1928,40401
40,1928,40927
41,1928,41037
42,1928,39669
43,1928,38519
44,1928,38148
45,1928,36152
46,1928,35285
47,1928,34320
48,1928,34020
49,1928,34787
50,1928,33001
51,1928,33155
52,1928,31242
53,1928,30602
54,1928,29388
55,1928,28519
56,1928,27181
57,1928,27422
58,1928,25469
59,1928,24449
60,1928,22252
61,1928,24221
62,1928,25996
63,1928,25197
64,1928,25309
65,1928,24315
66,1928,23216
67,1928,21183
68,1928,21967
69,1928,21491
70,1928,20172
71,1928,18035
72,1928,16521
73,1928,15631
74,1928,15775
75,1928,13343
76,1928,11878
77,1928,11558
78,1928,10612
79,1928,10020
80,1928,8287
81,1928,6941
82,1928,5782
83,1928,5472
84,1928,4893
85,1928,3933
86,1928,3226
87,1928,2503
88,1928,2076
89,1928,1536
90,1928,1031
91,1928,863
92,1928,613
93,1928,442
94,1928,310
95,1928,567
96,1928,0
97,1928,0
98,1928,0
99,1928,0
100,1928,0
101,1928,0
102,1928,0
103,1928,0
104,1928,0
105,1928,0
106,1928,0
107,1928,0
108,1928,0
109,1928,0
0,1929,43535
1,1929,45042
2,1929,44668
3,1929,46395
4,1929,48143
5,1929,49452
6,1929,50737
7,1929,52236
8,1929,56931
9,1929,60618
10,1929,50646
11,1929,51379
12,1929,52685
13,1929,52572
14,1929,52671
15,1929,55085
16,1929,55434
17,1929,56381
18,1929,55705
19,1929,55552
20,1929,57153
21,1929,55771
22,1929,54577
23,1929,53706
24,1929,52926
25,1929,51595
26,1929,50776
27,1929,51171
28,1929,50349
29,1929,49885
30,1929,47075
31,1929,47543
32,1929,46213
33,1929,45888
34,1929,45657
35,1929,44202
36,1929,43416
37,1929,41983
38,1929,42615
39,1929,41436
40,1929,40217
41,1929,40750
42,1929,40844
43,1929,39468
44,1929,38327
45,1929,37946
46,1929,35930
47,1929,35059
48,1929,34094
49,1929,33775
50,1929,34555
51,1929,32686
52,1929,32844
53,1929,30971
54,1929,30314
55,1929,29097
56,1929,28220
57,1929,26895
58,1929,27089
59,1929,25111
60,1929,24108
61,1929,21893
62,1929,23810
63,1929,25479
64,1929,24689
65,1929,24736
66,1929,23738
67,1929,22609
68,1929,20539
69,1929,21209
70,1929,20721
71,1929,19316
72,1929,17201
73,1929,15653
74,1929,14768
75,1929,14819
76,1929,12361
77,1929,10938
78,1929,10535
79,1929,9608
80,1929,9069
81,1929,7345
82,1929,6069
83,1929,4949
84,1929,4666
85,1929,4067
86,1929,3208
87,1929,2586
88,1929,1976
89,1929,1578
90,1929,1145
91,1929,785
92,1929,644
93,1929,438
94,1929,300
95,1929,583
96,1929,0
97,1929,0
98,1929,0
99,1929,0
100,1929,0
101,1929,0
102,1929,0
103,1929,0
104,1929,0
105,1929,0
106,1929,0
107,1929,0
108,1929,0
109,1929,0
0,1930,43970
1,1930,42763
2,1930,44779
3,1930,44502
4,1930,46252
5,1930,48152
6,1930,49458
7,1930,50760
8,1930,52272
9,1930,56917
10,1930,61286
11,1930,50744
12,1930,51383
13,1930,52673
14,1930,52519
15,1930,52598
16,1930,54864
17,1930,55200
18,1930,55951
19,1930,55288
20,1930,55145
21,1930,56735
22,1930,55540
23,1930,54234
24,1930,53518
25,1930,52721
26,1930,51440
27,1930,50572
28,1930,51027
29,1930,50247
30,1930,49695
31,1930,46990
32,1930,47364
33,1930,46148
34,1930,45778
35,1930,45448
36,1930,43928
37,1930,43271
38,1930,41761
39,1930,42322
40,1930,41154
41,1930,40029
42,1930,40443
43,1930,40551
44,1930,39221
45,1930,38080
46,1930,37661
47,1930,35679
48,1930,34776
49,1930,33842
50,1930,33481
51,1930,34162
52,1930,32358
53,1930,32502
54,1930,30615
55,1930,30015
56,1930,28815
57,1930,27921
58,1930,26501
59,1930,26717
60,1930,24725
61,1930,23650
62,1930,21460
63,1930,23329
64,1930,24952
65,1930,24034
66,1930,24054
67,1930,23010
68,1930,21915
69,1930,19926
70,1930,20432
71,1930,19853
72,1930,18396
73,1930,16410
74,1930,14853
75,1930,13974
76,1930,13887
77,1930,11524
78,1930,10069
79,1930,9650
80,1930,8652
81,1930,8147
82,1930,6466
83,1930,5275
84,1930,4269
85,1930,4003
86,1930,3383
87,1930,2621
88,1930,2115
89,1930,1585
90,1930,1192
91,1930,887
92,1930,593
93,1930,453
94,1930,320
95,1930,206
96,1930,124
97,1930,89
98,1930,51
99,1930,25
100,1930,46
101,1930,0
102,1930,0
